merchant_name,category,brand
IMPS/558124489/DONATION PAYMENT,Other,DONATION PAYMENT
UPI-UNACADEMY-336700428@oksbi,Education,UNACADEMY
IMPS/313054541/ATM WITHDRAWAL SBI,Cash,ATM WITHDRAWAL SBI
ATM WITHDRAWAL SBI*521239642,Cash,ATM WITHDRAWAL SBI
UPI/DIVIDEND CREDIT/697303200,Income,DIVIDEND CREDIT
STANZA LIVING RENT PURCHASE 597388789,Rent,STANZA LIVING RENT
UPI/BESCOM ELECTRICITY/730474896,Utilities,BESCOM ELECTRICITY
UPI/CONSULTANCY FEE RECEIVED/110712073,Income,CONSULTANCY FEE RECEIVED
FAMILY TRANSFER PURCHASE 818472514,Transfers,FAMILY TRANSFER
POS MAHANAGAR GAS PUNE,Utilities,MAHANAGAR GAS
POS NESTAWAY RENT MUMBAI,Rent,NESTAWAY RENT
UPI/STEAM GAMES PURCHASE/284012669,Entertainment,STEAM GAMES PURCHASE
POS ZERODHA KITE HYDERABAD,Investment,ZERODHA KITE
BIL/BANK SERVICE CHARGE/690299939,Other,BANK SERVICE CHARGE
UPSTOX*285103715,Investment,UPSTOX
CANCELLED BOOKING REFUND,Income,CANCELLEDBOOKINGREFUND
BOOKMYSHOW*137320548,Entertainment,BOOKMYSHOW
IMPS/863503662/GAMING ZONE,Entertainment,GAMING ZONE
POS SWIGGY INSTAMART BANGALORE,Food,SWIGGY INSTAMART
IMPS/663283801/HOSTEL FEE PAYMENT,Rent,HOSTEL FEE PAYMENT
JIOCINEMA 01MAR,Subscriptions,JIOCINEMA
NEFT CR-HOUSE RENT PAYMENT-536355289,Rent,HOUSE RENT PAYMENT
POS AMUSEMENT PARK TICKET HYDERABAD,Entertainment,AMUSEMENT PARK TICKET
CDM CASH DEPOSIT*810122316,Cash,CDM CASH DEPOSIT
INDIGO AIRLINES PURCHASE 510567661,Transport,INDIGO AIRLINES
UPI-SBI LIFE INSURANCE-482285450@ybl,Insurance,SBI LIFE INSURANCE
POS/MAHANAGAR GAS/997657767,Utilities,MAHANAGAR GAS
NEFT CR-ZOLO STAYS RENT-394579205,Rent,ZOLO STAYS RENT
POS/GYM APP SUBSCRIPTION/414562491,Subscriptions,GYM APP SUBSCRIPTION
cash withdrawal axis bank payment,Cash,CASH WITHDRAWAL AXIS BANK
UPI/NETMEDS/761572282,Health,NETMEDS
IMPS/154008326/STEAM GAMES PURCHASE,Entertainment,STEAM GAMES PURCHASE
POS TATA POWER MUMBAI,Utilities,TATA POWER
MEDPLUS ONLINE PAYMENT,Health,MEDPLUS
CHAI POINT COFFEE SHOP,Food,CHAIPOINTCOFFEESHOP
UPI-AMAZON PRIME VIDEO-739712731@ybl,Subscriptions,AMAZON PRIME VIDEO
POS/ZEPTO/998696871,Shopping,ZEPTO
DOSA CORNER,Food,DOSACORNER
UPI/BURGER KING/149382425,Food,BURGER KING
MANIPAL HOSPITAL PURCHASE 522010027,Health,MANIPAL HOSPITAL
NEFT DR-PRACTO,Health,PRACTO
NEFT CR-AUDIBLE-338642289,Subscriptions,AUDIBLE
BANK SERVICE CHARGE ONLINE PAYMENT,Other,BANK SERVICE CHARGE
mojo pizza payment,Food,MOJO PIZZA
BIL/COLLEGE FEES PAYMENT/337418852,Education,COLLEGE FEES PAYMENT
POS/IMPS TRANSFER/944498704,Transfers,IMPS TRANSFER
POS QUICK RIDE HYDERABAD,Transport,QUICK RIDE
UPI-INTEREST CREDIT-518183156@oksbi,Income,INTEREST CREDIT
BLINKIT ONLINE PAYMENT,Shopping,BLINKIT
BIL/1MG/573027930,Health,1MG
UPI-HEALTHIFYME-132893156@apl,Health,HEALTHIFYME
NEFT CR-CAFE COFFEE DAY-930353157,Food,CAFE COFFEE DAY
UPI/MEESHO/896103507,Shopping,MEESHO
INTEREST CREDIT 22OCT,Income,INTEREST CREDIT
PHARMEASY 23OCT,Health,PHARMEASY
BIL/FRESHMENU/908186980,Food,FRESHMENU
POS/MUMBAI METRO/726579237,Transport,MUMBAI METRO
CASH WITHDRAWAL AXIS BANK PURCHASE 921073156,Cash,CASH WITHDRAWAL AXIS BANK
NEFT CR-LIFESTYLE-300164147,Shopping,LIFESTYLE
UPI/MAHANAGAR GAS/205169636,Utilities,MAHANAGAR GAS
NEFT DR-APOLLO HOSPITAL,Health,APOLLO HOSPITAL
NEFT CR-MCDONALDS-868847524,Food,MCDONALDS
GOOGLE ONE PURCHASE 863803756,Subscriptions,GOOGLE ONE
NEFT CR-SALARY CREDIT-768672031,Income,SALARY CREDIT
BIL/SBI MUTUAL FUND/412544635,Investment,SBI MUTUAL FUND
RENT SPLIT TRANSFER PURCHASE 971550901,Transfers,RENT SPLIT TRANSFER
IMPS/903213869/CASH WITHDRAWAL AXIS BANK,Cash,CASH WITHDRAWAL AXIS BANK
BOX8*492358645,Food,BOX8
FASTAG TOLL RECHARGE,Transport,FASTAGTOLLRECHARGE
BIL/HALDIRAMS/936626463,Food,HALDIRAMS
FLAT RENT TRANSFER*489010069,Rent,FLAT RENT TRANSFER
NEFT CR-DOMINOS PIZZA-445864933,Food,DOMINOS PIZZA
POS/ICICI PRUDENTIAL LIFE/123164319,Insurance,ICICI PRUDENTIAL LIFE
UPI/ATM WITHDRAWAL HDFC/103683345,Cash,ATM WITHDRAWAL HDFC
HOTSTAR SUBSCRIPTION,Entertainment,HOTSTAR
FORTIS HOSPITAL ONLINE PAYMENT,Health,FORTIS HOSPITAL
HOTEL ROYAL FOOD COURT,Food,HOTELROYALFOODCOURT
IMPS/127831290/PG RENT PAYMENT,Rent,PG RENT PAYMENT
lic premium payment payment,Insurance,LIC PREMIUM PAYMENT
KFC FAST FOOD INDIA,Food,KFC
EMPLOYER PAYMENT CREDIT,Income,EMPLOYERPAYMENTCREDIT
SALARY CREDIT 10OCT,Income,SALARY CREDIT
IMPS/522052175/WESTSIDE,Shopping,WESTSIDE
POS ICLOUD STORAGE BANGALORE,Subscriptions,ICLOUD STORAGE
PVR CINEMAS*468908800,Entertainment,PVR CINEMAS
BONUS CREDIT SI,Income,BONUS CREDIT
IMPS/374843786/KFC,Food,KFC
FLIPKART 28JUN,Shopping,FLIPKART
IMPS/563440879/1MG,Health,1MG
UPI/STEAM GAMES PURCHASE/860648163,Entertainment,STEAM GAMES PURCHASE
INDIAN RAILWAYS*543894981,Transport,INDIAN RAILWAYS
NEFT CR-FAMILY TRANSFER-657773672,Transfers,FAMILY TRANSFER
UPI-AIRTEL-952970175@apl,Utilities,AIRTEL
IMPS/887109809/MAHANAGAR GAS,Utilities,MAHANAGAR GAS
NEFT CR-INDIGO AIRLINES-734236627,Transport,INDIGO AIRLINES
PRACTO*669018400,Health,PRACTO
BIL/PLAYSTATION STORE/941518072,Entertainment,PLAYSTATION STORE
BIL/HALDIRAMS/179419456,Food,HALDIRAMS
IMPS/604623813/AIRTEL,Utilities,AIRTEL
BIL/FAMILY TRANSFER/218303468,Transfers,FAMILY TRANSFER
POS/TATA AIA LIFE/393284532,Insurance,TATA AIA LIFE
NEFT CR-ICICI DIRECT-732564212,Investment,ICICI DIRECT
REIMBURSEMENT CREDIT PURCHASE 534244788,Income,REIMBURSEMENT CREDIT
SNACK BAR FOOD,Food,SNACKBARFOOD
BIL/BOX8/186167773,Food,BOX8
FAASOS PURCHASE 902425085,Food,FAASOS
kfc payment,Food,KFC
NEFT CR-GROWW-159242764,Investment,GROWW
POS/UPI TRANSFER TO FRIEND/731480562,Transfers,UPI TRANSFER TO FRIEND
UPI/ATM WITHDRAWAL ICICI/170070955,Cash,ATM WITHDRAWAL ICICI
NEFT CR-FASTAG RECHARGE-387600528,Transport,FASTAG RECHARGE
NEFT DR-SNAPDEAL,Shopping,SNAPDEAL
SPICEJET PURCHASE 640699840,Transport,SPICEJET
POS WHITEHAT JR CHENNAI,Education,WHITEHAT JR
BIL/INDIAN OIL/620263193,Transport,INDIAN OIL
BIL/STAR HEALTH INSURANCE/758842676,Insurance,STAR HEALTH INSURANCE
MAKE MY TRIP FLIGHT,Transport,MAKEMYTRIPFLIGHT
AMUSEMENT PARK TICKET 17MAY,Entertainment,AMUSEMENT PARK TICKET
POS FITTERNITY BANGALORE,Health,FITTERNITY
POS/MAX BUPA HEALTH INSURANCE/104664655,Insurance,MAX BUPA HEALTH INSURANCE
UPI-CDSL DEPOSITORY-191271843@axl,Investment,CDSL DEPOSITORY
ACT FIBERNET BROADBAND*523751880,Utilities,ACT FIBERNET BROADBAND
UPI-HDFC SECURITIES-968491687@okicici,Investment,HDFC SECURITIES
NEFT CR-NETFLIX-369862716,Subscriptions,NETFLIX
UNIVERSITY FEES ANNUAL,Education,UNIVERSITYFEESANNUAL
ACH DR-PVR CINEMAS,Entertainment,PVR CINEMAS
NEFT DR-RELIGARE HEALTH INSURANCE,Insurance,RELIGARE HEALTH INSURANCE
BIL/LIC PREMIUM PAYMENT/799760128,Insurance,LIC PREMIUM PAYMENT
NEFT CR-BIRYANI BLUES-487754927,Food,BIRYANI BLUES
CASH WITHDRAWAL AXIS BANK PURCHASE 498631646,Cash,CASH WITHDRAWAL AXIS BANK
LIC POLICY RENEWAL PURCHASE 200993598,Insurance,LIC POLICY RENEWAL
NEFT DR-THEOBROMA,Food,THEOBROMA
BIL/MUTUAL FUND SIP/699808902,Investment,MUTUAL FUND SIP
POS/REFUND CREDIT/734511209,Income,REFUND CREDIT
UDEMY SI,Education,UDEMY
IMPS/656440452/JIOCINEMA,Subscriptions,JIOCINEMA
NEFT CR-SBI MUTUAL FUND-251924223,Investment,SBI MUTUAL FUND
POS/BLINKIT/588293766,Shopping,BLINKIT
NEFT CR-MSEB ELECTRICITY-305256154,Utilities,MSEB ELECTRICITY
Aakash Institute,Education,AAKASH INSTITUTE
UPI/ZOMATO/200140141,Food,ZOMATO
FAASOS FOOD ORDER,Food,FAASOS
coin by zerodha payment,Investment,COIN BY ZERODHA
LIC JEEVAN ANAND 12AUG,Insurance,LIC JEEVAN ANAND
IMPS/360625982/NEFT TRANSFER,Transfers,NEFT TRANSFER
UPI/BHARAT PETROLEUM/349758689,Transport,BHARAT PETROLEUM
HOUSE RENT PAYMENT 15MAY,Rent,HOUSE RENT PAYMENT
APOLLO PHARMACY 05FEB,Health,APOLLO PHARMACY
UPI/NETFLIX/508053172,Subscriptions,NETFLIX
INTEREST CREDIT 25APR,Income,INTEREST CREDIT
IMPS/342766208/ZOLO STAYS RENT,Rent,ZOLO STAYS RENT
PAYROLL CREDIT 21SEP,Income,PAYROLL CREDIT
IMPS/283825267/BASKIN ROBBINS,Food,BASKIN ROBBINS
POS/BASKIN ROBBINS/489256938,Food,BASKIN ROBBINS
ACH DR-LINKEDIN PREMIUM,Subscriptions,LINKEDIN PREMIUM
UPI/VISTARA/273230463,Transport,VISTARA
NEFT CR-HOSTEL FEE PAYMENT-914643804,Rent,HOSTEL FEE PAYMENT
UPI-BANK SERVICE CHARGE-708398713@paytm,Other,BANK SERVICE CHARGE
NEFT DR-NYKAA,Shopping,NYKAA
JIOFIBER BROADBAND,Utilities,JIOFIBER
POS/SBI LIFE INSURANCE/815388098,Insurance,SBI LIFE INSURANCE
BIL/INDANE GAS BOOKING/173240044,Utilities,INDANE GAS BOOKING
UPI-FUND TRANSFER SELF ACCOUNT-796896016@axl,Transfers,FUND TRANSFER SELF ACCOUNT
IMPS TRANSFER*173705699,Transfers,IMPS TRANSFER
TV SUBSCRIPTION BILL,Utilities,TVSUBSCRIPTIONBILL
THEOBROMA 25APR,Food,THEOBROMA
POS/ICICI DIRECT/465099941,Investment,ICICI DIRECT
IMPS/821810129/ADOBE CREATIVE CLOUD,Subscriptions,ADOBE CREATIVE CLOUD
MUTUAL FUND PURCHASE,Investment,MUTUALFUNDPURCHASE
UPI/MCDONALDS/334848459,Food,MCDONALDS
UPI-GYM MEMBERSHIP FEE-184761083@oksbi,Health,GYM MEMBERSHIP FEE
POS/HP PETROL PUMP/356644737,Transport,HP PETROL PUMP
FUND TRANSFER SELF ACCOUNT PURCHASE 463962418,Transfers,FUND TRANSFER SELF ACCOUNT
BIL/INOX MOVIES/318121210,Entertainment,INOX MOVIES
TATA POWER*657416931,Utilities,TATA POWER
NEFT DR-BONUS CREDIT,Income,BONUS CREDIT
BIL/AUDIBLE/735028533,Subscriptions,AUDIBLE
IMPS/532514798/INDANE GAS BOOKING,Utilities,INDANE GAS BOOKING
BIL/NEFT TRANSFER/742972069,Transfers,NEFT TRANSFER
ZEPTO PURCHASE 156999852,Shopping,ZEPTO
NETFLIX PURCHASE 910202901,Subscriptions,NETFLIX
CASH WITHDRAWAL AXIS BANK ONLINE PAYMENT,Cash,CASH WITHDRAWAL AXIS BANK
AUDIBLE PURCHASE 636529272,Subscriptions,AUDIBLE
BIL/PARKING FEE/154677276,Transport,PARKING FEE
PHARMEASY SI,Health,PHARMEASY
BIL/ICICI DIRECT/716231329,Investment,ICICI DIRECT
IMPS/733301861/HOTSTAR,Subscriptions,HOTSTAR
AJIO*291392758,Shopping,AJIO
POS IMPS TRANSFER MUMBAI,Transfers,IMPS TRANSFER
bescom electricity payment,Utilities,BESCOM ELECTRICITY
UPI-ICLOUD STORAGE-903090102@axl,Subscriptions,ICLOUD STORAGE
NEFT DR-JIOFIBER,Utilities,JIOFIBER
BIL/MANIPAL HOSPITAL/941089739,Health,MANIPAL HOSPITAL
IMPS/498626939/CASH WITHDRAWAL AXIS BANK,Cash,CASH WITHDRAWAL AXIS BANK
ZOMATO*888699799,Food,ZOMATO
MEDICLAIM INSURANCE,Insurance,MEDICLAIMINSURANCE
NEFT CR-HALDIRAMS-813219781,Food,HALDIRAMS
MUTUAL FUND SIP*691254392,Investment,MUTUAL FUND SIP
TATA INDICASH ATM,Cash,TATAINDICASHATM
UPI/YULU BIKE/844087852,Transport,YULU BIKE
POS/AMUSEMENT PARK TICKET/858380341,Entertainment,AMUSEMENT PARK TICKET
RAPIDO 22SEP,Transport,RAPIDO
POS/ATM FEE CHARGE/921078296,Other,ATM FEE CHARGE
CAFE COFFEE DAY*464938258,Food,CAFE COFFEE DAY
JIOFIBER*528078864,Utilities,JIOFIBER
CDM CASH DEPOSIT PURCHASE 885315016,Cash,CDM CASH DEPOSIT
UPI-UBER-190118660@oksbi,Transport,UBER
POS FABINDIA HYDERABAD,Shopping,FABINDIA
NEFT DR-MOJO PIZZA,Food,MOJO PIZZA
POS THEOBROMA PUNE,Food,THEOBROMA
UPI-PIZZA HUT-997866344@okhdfcbank,Food,PIZZA HUT
IMPS/335628419/CASH WITHDRAWAL AXIS BANK,Cash,CASH WITHDRAWAL AXIS BANK
IMPS/115424523/QUICK RIDE,Transport,QUICK RIDE
POS/GYM APP SUBSCRIPTION/925223433,Subscriptions,GYM APP SUBSCRIPTION
BEHROUZ BIRYANI*213757100,Food,BEHROUZ BIRYANI
UPI-BYJUS-217364591@ybl,Education,BYJUS
SELF TRANSFER ACCOUNT,Transfers,SELFTRANSFERACCOUNT
NEFT CR-DOMINOS PIZZA-885879795,Food,DOMINOS PIZZA
UPI-CASH WITHDRAWAL AXIS BANK-857238597@okicici,Cash,CASH WITHDRAWAL AXIS BANK
house rent payment payment,Rent,HOUSE RENT PAYMENT
UPI-ZOMATO HYPERPURE-823019672@apl,Food,ZOMATO HYPERPURE
RTGS TRANSFER 25MAY,Transfers,RTGS TRANSFER
POS ANNUAL MAINTENANCE CHARGE CHENNAI,Other,ANNUAL MAINTENANCE CHARGE
HOTSTAR PURCHASE 466127696,Subscriptions,HOTSTAR
SMS CHARGE*452792099,Other,SMS CHARGE
UPI/LIC POLICY RENEWAL/154907528,Insurance,LIC POLICY RENEWAL
HDFC SECURITIES 17NOV,Investment,HDFC SECURITIES
REDBUS*650964560,Transport,REDBUS
pantaloons payment,Shopping,PANTALOONS
IMPS/722316254/NSDL DEPOSITORY,Investment,NSDL DEPOSITORY
POS/ZEPTO/235491190,Shopping,ZEPTO
LANDLORD PAYMENT SI,Rent,LANDLORD PAYMENT
NEFT CR-YULU BIKE-336832921,Transport,YULU BIKE
NEFT CR-MYNTRA-516718295,Shopping,MYNTRA
IMPS/537715480/NETFLIX,Subscriptions,NETFLIX
BIL/STANZA LIVING RENT/348728849,Rent,STANZA LIVING RENT
NEFT CR-SNAPDEAL-610945043,Shopping,SNAPDEAL
NEFT CR-PG RENT PAYMENT-841425113,Rent,PG RENT PAYMENT
NEFT CR-GOOGLE ONE-888592297,Subscriptions,GOOGLE ONE
NAMMA METRO*926921933,Transport,NAMMA METRO
RAPIDO PURCHASE 797873124,Transport,RAPIDO
NEFT CR-ATM WITHDRAWAL HDFC-766626636,Cash,ATM WITHDRAWAL HDFC
OLA 17JAN,Transport,OLA
POS UNACADEMY DELHI,Education,UNACADEMY
UPI-PHYSICS WALLAH-382236203@apl,Education,PHYSICS WALLAH
Irctc,Transport,IRCTC
POS CROMA DELHI,Shopping,CROMA
NEFT CR-APOLLO HOSPITAL-163334116,Health,APOLLO HOSPITAL
HALDIRAMS,Food,HALDIRAMS
NEFT CR-MSEB ELECTRICITY-400773683,Utilities,MSEB ELECTRICITY
ATM WITHDRAWAL ICICI PURCHASE 505842777,Cash,ATM WITHDRAWAL ICICI
ola payment,Transport,OLA
IMPS/608851530/VISTARA,Transport,VISTARA
NEFT TRANSFER OUTWARD,Transfers,NEFT TRANSFER
POS/AIRTEL/107156607,Utilities,AIRTEL
ACH DR-AMAZON PRIME VIDEO,Subscriptions,AMAZON PRIME VIDEO
SPICEJET*487237904,Transport,SPICEJET
BIL/OLA AUTO/659926223,Transport,OLA AUTO
TATA PLAY DTH,Utilities,TATAPLAYDTH
NETMEDS PURCHASE 534795306,Health,NETMEDS
UPI-DELHI METRO-256913540@oksbi,Transport,DELHI METRO
SCHOOL FEES PAYMENT,Education,SCHOOL FEES PAYMENT
POS INDIAN OIL MUMBAI,Transport,INDIAN OIL
BIL/FUND TRANSFER SELF ACCOUNT/692153618,Transfers,FUND TRANSFER SELF ACCOUNT
POS LIC PREMIUM PAYMENT HYDERABAD,Insurance,LIC PREMIUM PAYMENT
JIO*478231483,Utilities,JIO
UPI-MUMBAI METRO-441811154@okhdfcbank,Transport,MUMBAI METRO
ACH DR-BONUS CREDIT,Income,BONUS CREDIT
NEFT DR-HOTSTAR,Subscriptions,HOTSTAR
POS REIMBURSEMENT CREDIT BANGALORE,Income,REIMBURSEMENT CREDIT
ZOMATO 19SEP,Food,ZOMATO
NEFT CR-SWIGGY INSTAMART-637722224,Food,SWIGGY INSTAMART
POS/NEFT TRANSFER/727617273,Transfers,NEFT TRANSFER
APOLLO PHARMACY PURCHASE 679922568,Health,APOLLO PHARMACY
POS HDFC LIFE INSURANCE CHENNAI,Insurance,HDFC LIFE INSURANCE
THYROCARE PURCHASE 686171791,Health,THYROCARE
POS GROWW BANGALORE,Investment,GROWW
BIL/CONCERT TICKET BOOKING/681929857,Entertainment,CONCERT TICKET BOOKING
NEFT CR-AJIO-608079376,Shopping,AJIO
ATM WITHDRAWAL SBI SI,Cash,ATM WITHDRAWAL SBI
IMPS/932425391/MSEB ELECTRICITY,Utilities,MSEB ELECTRICITY
flat rent transfer payment,Rent,FLAT RENT TRANSFER
atm withdrawal hdfc payment,Cash,ATM WITHDRAWAL HDFC
UPI-TORRENT POWER-394651349@okhdfcbank,Utilities,TORRENT POWER
IMPS/568785789/TEMPLE DONATION,Other,TEMPLE DONATION
BIL/NYKAA/955525741,Shopping,NYKAA
OLA AUTO PURCHASE 466504998,Transport,OLA AUTO
UDEMY COURSE ONLINE,Education,UDEMY
IMPS/646019530/THYROCARE,Health,THYROCARE
UPI/BANK SERVICE CHARGE/145778616,Other,BANK SERVICE CHARGE
MAX BUPA HEALTH INSURANCE 07AUG,Insurance,MAX BUPA HEALTH INSURANCE
CAFE COFFEE DAY 21SEP,Food,CAFE COFFEE DAY
BIL/HDFC SECURITIES/483399210,Investment,HDFC SECURITIES
NEFT CR-HOSTEL FEE PAYMENT-523438238,Rent,HOSTEL FEE PAYMENT
TORRENT POWER*458687918,Utilities,TORRENT POWER
NEFT CR-SCHOOL FEES PAYMENT-241300031,Education,SCHOOL FEES PAYMENT
ROLLS OUTLET,Food,ROLLSOUTLET
NEFT CR-TATA CLIQ-331820924,Shopping,TATA CLIQ
POS/GAMING ZONE/332071545,Entertainment,GAMING ZONE
UPI/SBI LIFE INSURANCE/168113501,Insurance,SBI LIFE INSURANCE
LEASE DEPOSIT,Rent,LEASEDEPOSIT
RAPIDO 02SEP,Transport,RAPIDO
RELIGIOUS DONATION,Other,RELIGIOUSDONATION
NEFT CR-FLIPKART-607042021,Shopping,FLIPKART
IMPS/879559338/PLAYSTATION STORE,Entertainment,PLAYSTATION STORE
POS KUVERA INVESTMENT PUNE,Investment,KUVERA INVESTMENT
NEFT CR-HDFC SECURITIES-193161747,Investment,HDFC SECURITIES
DR LAL PATHLABS 24JUL,Health,DR LAL PATHLABS
NEFT CR-IKEA-412085927,Shopping,IKEA
MEESHO 01JUN,Shopping,MEESHO
BIL/MSEB ELECTRICITY/911548967,Utilities,MSEB ELECTRICITY
IMPS/985528811/PVR CINEMAS,Entertainment,PVR CINEMAS
UPI/NEFT TRANSFER/196348005,Transfers,NEFT TRANSFER
ATM WITHDRAWAL SBI PURCHASE 217591776,Cash,ATM WITHDRAWAL SBI
apollo pharmacy payment,Health,APOLLO PHARMACY
UPI/COIN BY ZERODHA/346389450,Investment,COIN BY ZERODHA
POS BESCOM ELECTRICITY KOLKATA,Utilities,BESCOM ELECTRICITY
LIC ENDOWMENT PLAN,Insurance,LICENDOWMENTPLAN
NEFT CR-INOX MOVIES-357850925,Entertainment,INOX MOVIES
STANZA LIVING RENT ONLINE PAYMENT,Rent,STANZA LIVING RENT
IMPS/636424728/MANIPAL HOSPITAL,Health,MANIPAL HOSPITAL
UPI-REIMBURSEMENT CREDIT-522404300@okhdfcbank,Income,REIMBURSEMENT CREDIT
PIPED GAS BILL,Utilities,PIPEDGASBILL
LIBERTY SHOES,Shopping,LIBERTYSHOES
BIL/MAX HOSPITAL/793000324,Health,MAX HOSPITAL
AIRTEL 16NOV,Utilities,AIRTEL
SUBWAY PURCHASE 147659674,Food,SUBWAY
POS PHARMEASY CHENNAI,Health,PHARMEASY
THYROCARE INDIA,Health,THYROCARE
UPI/PARKING FEE/588381587,Transport,PARKING FEE
POS/ATM WITHDRAWAL SBI/668314010,Cash,ATM WITHDRAWAL SBI
VEDANTU PURCHASE 423502067,Education,VEDANTU
UPI-BYJUS-401612810@okhdfcbank,Education,BYJUS
BAJAJ ALLIANZ INSURANCE 07OCT,Insurance,BAJAJ ALLIANZ INSURANCE
NEFT CR-INDIAN RAILWAYS-286482992,Transport,INDIAN RAILWAYS
croma payment,Shopping,CROMA
NEFT CR-ATM WITHDRAWAL SBI-809241789,Cash,ATM WITHDRAWAL SBI
MANIPAL HOSPITAL ONLINE PAYMENT,Health,MANIPAL HOSPITAL
UPI/PVR CINEMAS/373500468,Entertainment,PVR CINEMAS
POS APOLLO PHARMACY HYDERABAD,Health,APOLLO PHARMACY
MAX HOSPITAL CARE,Health,MAX HOSPITAL
IMPS/530874516/BSNL,Utilities,BSNL
NEFT DR-ICICI DIRECT,Investment,ICICI DIRECT
PANTALOONS ONLINE PAYMENT,Shopping,PANTALOONS
POS MEDPLUS HYDERABAD,Health,MEDPLUS
UPI-CAFE COFFEE DAY-103807155@oksbi,Food,CAFE COFFEE DAY
GOLD GYM MEMBERSHIP,Health,GOLDGYMMEMBERSHIP
ACH DR-CONSULTANCY FEE RECEIVED,Income,CONSULTANCY FEE RECEIVED
NIIT*996385432,Education,NIIT
POS/MEDPLUS/215128987,Health,MEDPLUS
NEFT DR-PVR CINEMAS,Entertainment,PVR CINEMAS
TORRENT POWER PURCHASE 491152693,Utilities,TORRENT POWER
REFUND CREDIT PURCHASE 673520256,Income,REFUND CREDIT
BIL/BSNL/924866347,Utilities,BSNL
UPI/MICROSOFT 365/764201903,Subscriptions,MICROSOFT 365
UPI/TATA POWER/466086242,Utilities,TATA POWER
IMPS TRANSFER PURCHASE 711899923,Transfers,IMPS TRANSFER
BIL/REFUND CREDIT/402547134,Income,REFUND CREDIT
FRESH JUICE CENTER,Food,FRESHJUICECENTER
UPI-COURSERA-437576162@okicici,Education,COURSERA
UPI-LIC JEEVAN ANAND-970637122@ybl,Insurance,LIC JEEVAN ANAND
UPI/UPI TRANSFER TO FRIEND/808746345,Transfers,UPI TRANSFER TO FRIEND
UPI/FLAT RENT TRANSFER/358286540,Rent,FLAT RENT TRANSFER
UPI-GYM APP SUBSCRIPTION-425294935@okhdfcbank,Subscriptions,GYM APP SUBSCRIPTION
NEFT CR-AIRTEL-574087562,Utilities,AIRTEL
IMPS/737819952/BHARAT PETROLEUM,Transport,BHARAT PETROLEUM
NEFT CR-HOTSTAR-550512628,Subscriptions,HOTSTAR
MAX HOSPITAL PURCHASE 421666977,Health,MAX HOSPITAL
WOW MOMO*400368694,Food,WOW MOMO
IMPS/572944000/MAX FASHION,Shopping,MAX FASHION
UPI/UPI TRANSFER TO FRIEND/937229493,Transfers,UPI TRANSFER TO FRIEND
IMPS/306068248/IRCTC,Transport,IRCTC
FD CREATION TRANSFER,Transfers,FDCREATIONTRANSFER
POS CDSL DEPOSITORY HYDERABAD,Investment,CDSL DEPOSITORY
WAKEFIT SLEEP,Shopping,WAKEFITSLEEP
BIKANERVALA SWEETS,Food,BIKANERVALASWEETS
GST CHARGE 20JUL,Other,GST CHARGE
UPI/ANNUAL MAINTENANCE CHARGE/376657292,Other,ANNUAL MAINTENANCE CHARGE
PANTALOONS*675004218,Shopping,PANTALOONS
SWIGGY INSTAMART SI,Food,SWIGGY INSTAMART
IMPS/558563463/ZOLO STAYS RENT,Rent,ZOLO STAYS RENT
REIMBURSEMENT CREDIT ONLINE PAYMENT,Income,REIMBURSEMENT CREDIT
POS/SBI MUTUAL FUND/711499269,Investment,SBI MUTUAL FUND
UPI/HDFC LIFE INSURANCE/418747625,Insurance,HDFC LIFE INSURANCE
PHYSICS WALLAH 05APR,Education,PHYSICS WALLAH
UPI/RELIANCE DIGITAL/230955221,Shopping,RELIANCE DIGITAL
HOSTEL FEE PAYMENT SI,Rent,HOSTEL FEE PAYMENT
UBER PURCHASE 359136615,Transport,UBER
POS/CASHBACK CREDIT/760711935,Income,CASHBACK CREDIT
RENT SPLIT TRANSFER*676427933,Transfers,RENT SPLIT TRANSFER
POS/CROMA/112130346,Shopping,CROMA
PANTALOONS PURCHASE 280089806,Shopping,PANTALOONS
UDEMY*479183230,Education,UDEMY
UPI/UNACADEMY/119671355,Education,UNACADEMY
NEFT CR-LIC PREMIUM PAYMENT-321401007,Insurance,LIC PREMIUM PAYMENT
BIL/THYROCARE/274163458,Health,THYROCARE
POS CDSL DEPOSITORY DELHI,Investment,CDSL DEPOSITORY
NEFT CR-MICROSOFT 365-812441226,Subscriptions,MICROSOFT 365
POS GST CHARGE PUNE,Other,GST CHARGE
UPI-RAPIDO-889693867@paytm,Transport,RAPIDO
UPI-PAYTM MONEY-303806198@ybl,Investment,PAYTM MONEY
FUND TRANSFER SELF ACCOUNT*791948631,Transfers,FUND TRANSFER SELF ACCOUNT
POS/ATM WITHDRAWAL ICICI/246798146,Cash,ATM WITHDRAWAL ICICI
GROWW INVEST STOCKS,Investment,GROWW
BIL/FAMILY TRANSFER/280391467,Transfers,FAMILY TRANSFER
AMUSEMENT PARK TICKET ONLINE PAYMENT,Entertainment,AMUSEMENT PARK TICKET
ACH DR-RENT SPLIT TRANSFER,Transfers,RENT SPLIT TRANSFER
BLINKIT PURCHASE 970884334,Shopping,BLINKIT
TUITION FEES PURCHASE 115133323,Education,TUITION FEES
POS/THYROCARE/552312481,Health,THYROCARE
IMPS/692340913/NEFT TRANSFER,Transfers,NEFT TRANSFER
